CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
2529,Female,30,116,27
2530,Male,54,90,21
2531,Female,34,33,87
2532,Female,38,88,7
2533,Female,61,64,61
2534,Female,36,53,52
2535,Female,24,26,48
2536,Male,55,93,19
2537,Male,25,29,73
2538,Female,30,42,12
2539,Female,54,146,94
2540,Male,19,50,71
2541,Male,58,133,2
2542,Male,28,79,17
2543,Male,41,112,75
2544,Female,23,61,76
2545,Female,43,95,3
2546,Male,24,53,21
2547,Female,56,52,78
2548,Male,36,58,79
2549,Female,23,111,51
2550,Male,60,138,10
2551,Female,46,40,55
2552,Male,60,111,36
2553,Male,56,15,51
2554,Female,19,67,74
2555,Male,36,20,17
2556,Female,21,51,89
2557,Female,23,16,61
2558,Male,66,137,91
2559,Female,54,83,97
2560,Female,45,27,75
2561,Female,47,83,13
2562,Female,24,80,65
2563,Female,26,73,95
2564,Male,42,82,97
2565,Female,50,73,85
2566,Female,18,131,80
2567,Female,68,24,87
2568,Female,23,144,74
2569,Female,35,29,48
2570,Male,27,60,97
2571,Female,45,103,86
2572,Male,28,91,70
2573,Male,50,150,47
2574,Male,18,124,100
2575,Male,30,111,10
2576,Female,54,59,57
2577,Male,37,105,80
2578,Male,18,128,13
2579,Female,69,87,61
2580,Female,20,49,58
2581,Female,35,56,84
2582,Male,58,147,68
2583,Female,31,41,84
2584,Female,48,46,86
2585,Male,44,150,29
2586,Female,34,117,16
2587,Female,63,99,63
2588,Female,46,92,47
2589,Female,53,58,43
2590,Male,54,46,23
2591,Female,43,42,30
2592,Female,70,91,57
2593,Male,34,32,30
2594,Female,39,117,67
2595,Male,42,84,56
2596,Female,19,133,24
2597,Male,39,111,77
2598,Male,22,150,96
2599,Male,21,49,76
2600,Male,53,83,8
2601,Female,23,140,88
2602,Male,69,113,44
2603,Female,38,92,80
2604,Male,30,125,96
2605,Male,54,31,34
2606,Male,42,18,35
2607,Female,43,106,96
2608,Male,56,89,50
2609,Female,37,117,17
2610,Female,50,38,2
2611,Female,31,79,90
2612,Female,53,131,54
2613,Female,34,96,44
2614,Female,38,20,81
2615,Female,63,80,49
2616,Female,33,81,2
2617,Female,63,86,72
2618,Male,33,109,70
2619,Male,37,62,9
2620,Male,46,84,1
2621,Male,45,92,69
2622,Male,25,81,9
2623,Female,41,79,14
2624,Female,20,77,27
2625,Female,42,60,9
2626,Female,36,87,36
2627,Female,50,85,93
2628,Female,19,124,84
2629,Female,32,77,79
2630,Male,39,55,100
2631,Male,27,21,3
2632,Male,35,18,23
2633,Male,39,103,73
2634,Female,63,148,30
2635,Female,66,96,19
2636,Female,44,35,67
2637,Male,30,142,50
2638,Female,50,119,48
2639,Female,22,118,3
2640,Female,43,82,98
2641,Male,30,124,66
2642,Female,44,80,27
2643,Male,31,41,87
2644,Male,41,74,96
2645,Male,20,132,99
2646,Male,64,58,40
2647,Female,68,50,18
2648,Male,66,33,27
2649,Male,47,105,11
2650,Female,52,59,39
2651,Female,65,112,19
2652,Male,31,33,89
2653,Female,29,55,7
2654,Male,45,40,95
2655,Male,61,42,57
2656,Male,46,78,2
2657,Male,60,82,38
2658,Female,34,94,5
2659,Male,57,65,78
2660,Female,66,116,82
2661,Female,38,24,36
2662,Female,40,114,68
2663,Female,37,136,88
2664,Male,28,78,77
2665,Female,51,138,85
2666,Male,27,33,57
2667,Female,27,90,97
2668,Female,60,76,20
2669,Male,23,39,5
2670,Male,53,103,24
2671,Male,41,106,99
2672,Female,29,56,30
2673,Female,60,131,28
2674,Male,40,53,53
2675,Male,44,147,51
2676,Male,62,95,7
2677,Male,54,121,42
2678,Female,23,125,35
2679,Male,18,35,94
2680,Male,23,64,34
2681,Male,67,135,73
2682,Male,39,148,76
2683,Female,58,64,54
2684,Male,41,129,29
2685,Female,42,15,10
2686,Male,32,44,27
2687,Male,43,121,83
2688,Female,25,62,13
2689,Male,68,101,42
2690,Female,41,143,37
2691,Female,65,33,61
2692,Male,55,60,96
2693,Female,23,144,79
2694,Female,52,70,21
2695,Female,59,106,3
2696,Female,18,96,8
2697,Female,63,93,70
2698,Female,53,119,93
2699,Female,29,41,83
2700,Female,55,69,17
2701,Male,28,74,10
2702,Male,29,123,97
2703,Female,59,134,13
2704,Male,67,99,91
2705,Female,56,100,12
2706,Female,24,131,66
2707,Male,28,122,74
2708,Female,53,89,85
2709,Female,69,133,23
2710,Female,48,21,65
2711,Female,50,89,97
2712,Male,30,72,52
2713,Female,35,30,61
2714,Female,58,41,26
2715,Female,41,65,15
2716,Male,26,89,22
2717,Female,48,101,89
2718,Male,58,137,65
2719,Male,27,90,26
2720,Female,19,54,21
2721,Female,55,81,24
2722,Male,32,144,16
2723,Female,20,116,32
2724,Male,60,107,16
2725,Male,48,124,77
2726,Female,23,96,42
2727,Female,20,92,32
2728,Male,28,16,50
2729,Male,32,79,41
2730,Male,62,34,24
2731,Male,69,48,13
2732,Female,45,55,75
2733,Female,27,37,79
2734,Female,55,52,10
2735,Female,64,81,42
2736,Female,67,76,41
2737,Male,67,44,3
2738,Female,24,101,55
2739,Female,32,132,16
2740,Female,35,20,44
2741,Female,35,89,81
2742,Female,69,146,89
2743,Male,58,107,30
2744,Male,41,24,99
2745,Male,19,65,37
2746,Female,57,107,60
2747,Male,37,52,77
2748,Male,51,143,24
2749,Female,60,150,26
2750,Female,43,116,58
2751,Female,24,95,9
2752,Male,55,97,61
2753,Male,47,45,19
2754,Female,59,35,28
2755,Female,22,145,7
2756,Male,28,140,45
2757,Male,18,49,86
2758,Female,51,59,94
2759,Female,18,73,63
2760,Male,36,26,37
2761,Female,19,47,16
2762,Male,38,35,100
2763,Male,37,74,5
2764,Male,40,66,29
2765,Male,38,137,52
2766,Female,41,120,23
2767,Female,21,114,6
2768,Male,29,85,36
2769,Male,39,149,57
2770,Male,37,76,33
2771,Male,35,102,49
2772,Male,18,38,41
2773,Female,47,54,80
2774,Female,50,90,55
2775,Female,41,150,98
2776,Female,31,23,26
2777,Male,53,17,37
2778,Male,22,35,77
2779,Male,28,109,17
2780,Male,41,30,96
2781,Male,48,121,32
2782,Female,30,107,28
2783,Male,33,147,93
2784,Female,41,93,25
2785,Female,30,84,47
2786,Female,41,62,22
2787,Female,43,29,91
2788,Male,19,48,61
2789,Female,33,74,44
2790,Female,55,16,20
2791,Female,63,94,50
2792,Male,18,33,88
2793,Male,66,63,47
2794,Male,28,92,47
2795,Female,68,42,72
2796,Female,52,62,51
2797,Male,60,110,55
2798,Female,46,123,78
2799,Male,54,87,39
2800,Male,34,114,14
2801,Female,56,43,69
2802,Female,59,72,47
2803,Female,45,62,21
2804,Female,46,37,15
2805,Male,60,41,100
2806,Male,20,21,97
2807,Male,69,63,81
2808,Male,27,123,84
2809,Male,59,82,1
2810,Female,31,87,80
2811,Male,29,115,82
2812,Male,64,22,10
2813,Male,59,67,23
2814,Female,47,149,18
2815,Female,49,17,58
2816,Female,49,92,73
2817,Female,59,100,94
2818,Male,49,60,77
2819,Male,43,104,52
2820,Female,68,23,95
2821,Female,18,129,46
2822,Male,59,144,13
2823,Male,19,89,96
2824,Female,34,95,17
2825,Female,47,142,67
2826,Female,56,48,61
2827,Female,24,53,65
2828,Male,69,27,53
2829,Male,44,147,5
2830,Male,26,64,32
2831,Female,39,37,89
2832,Female,51,136,45
2833,Male,63,134,56
2834,Male,66,102,5
2835,Male,18,126,87
2836,Male,26,125,76
2837,Female,37,86,34
2838,Male,70,71,61
2839,Male,36,15,87
2840,Male,53,127,80
2841,Male,57,76,62
2842,Male,62,61,69
2843,Male,21,92,63
2844,Male,26,120,44
2845,Female,58,140,28
2846,Female,39,19,70
2847,Female,35,45,13
2848,Female,29,51,43
2849,Male,59,93,30
2850,Female,60,66,26
2851,Female,56,57,81
2852,Male,26,54,63
2853,Male,23,77,73
2854,Female,36,144,57
2855,Female,65,101,64
2856,Male,64,87,80
2857,Female,24,118,49
2858,Male,33,30,52
2859,Male,22,73,63
2860,Male,33,61,82
2861,Male,18,130,13
2862,Female,68,123,93
2863,Male,54,23,88
2864,Male,56,79,45
2865,Female,36,73,46
2866,Male,54,116,77
2867,Female,34,150,89
2868,Female,43,137,41
2869,Female,39,105,46
2870,Male,25,110,1
2871,Female,50,72,73
2872,Female,19,46,68
2873,Male,47,62,92
2874,Female,64,59,12
2875,Female,37,114,88
2876,Female,35,114,73
2877,Female,60,60,35
2878,Female,27,140,99
2879,Male,41,60,33
2880,Female,21,135,58
2881,Female,54,102,35
2882,Male,21,75,46
2883,Male,30,60,84
2884,Male,42,95,66
2885,Female,30,59,44
2886,Male,35,132,26
2887,Female,41,61,42
2888,Female,19,37,77
2889,Male,65,75,30
2890,Male,50,27,32
2891,Female,36,21,36
2892,Male,26,42,19
2893,Female,45,110,22
2894,Male,52,121,65
2895,Male,56,112,57
2896,Male,27,126,11
2897,Female,18,15,26
2898,Male,59,57,48
2899,Female,38,56,19
2900,Female,26,109,83
2901,Female,64,143,12
2902,Female,32,65,67
2903,Male,52,29,56
2904,Female,22,139,18
2905,Female,58,101,5
2906,Male,39,67,24
2907,Female,58,103,78
2908,Male,40,120,38
2909,Female,24,20,67
2910,Male,40,45,70
2911,Female,61,54,76
2912,Male,42,83,52
2913,Female,44,149,75
2914,Female,58,27,39
2915,Male,23,18,59
2916,Male,51,17,26
2917,Male,26,79,65
2918,Male,66,41,80
2919,Female,50,121,48
2920,Female,68,64,53
2921,Male,23,31,9
2922,Female,54,46,5
2923,Male,48,31,72
2924,Male,51,48,61
2925,Female,58,49,21
2926,Female,46,64,97
2927,Female,31,117,63
2928,Female,53,47,20
2929,Female,53,103,58
2930,Female,70,143,45
2931,Female,32,99,22
2932,Male,25,73,77
2933,Male,43,24,75
2934,Male,53,71,82
2935,Male,65,80,63
2936,Male,38,133,30
2937,Female,45,126,63
2938,Male,21,29,97
2939,Male,33,27,44
2940,Male,39,128,67
2941,Male,29,132,58
2942,Male,33,128,65
2943,Male,68,48,36
2944,Male,57,115,6
2945,Female,55,39,37
2946,Female,59,126,93
2947,Male,54,68,75
2948,Female,46,26,55
2949,Female,35,140,77
2950,Female,27,45,75
2951,Female,59,92,59
2952,Male,56,67,38
2953,Female,35,126,25
2954,Female,18,57,79
2955,Female,56,56,77
2956,Male,38,138,33
2957,Male,18,81,13
2958,Male,32,80,38
2959,Male,21,97,58
2960,Male,37,108,88
2961,Male,27,119,20
2962,Male,40,45,17
2963,Female,58,132,24
2964,Female,51,42,26
2965,Female,63,18,40
2966,Male,65,32,32
2967,Male,50,61,93
2968,Male,51,23,78
2969,Male,56,43,37
2970,Male,27,106,86
2971,Female,37,78,98
2972,Female,18,125,91
2973,Male,30,138,92
2974,Male,18,124,86
2975,Male,22,132,60
2976,Male,33,114,57
2977,Female,32,45,58
2978,Male,66,95,67
2979,Male,45,60,22
2980,Male,48,63,58
2981,Male,40,56,85
2982,Female,65,126,80
2983,Male,62,41,73
2984,Male,60,102,77
2985,Female,34,135,74
2986,Female,66,17,49
2987,Female,51,74,85
2988,Male,30,93,49
2989,Male,31,46,42
2990,Female,28,21,40
2991,Female,45,85,71
2992,Female,59,142,46
2993,Female,49,72,22
2994,Female,52,126,82
2995,Female,48,62,21
2996,Male,34,125,51
2997,Male,64,85,14
2998,Male,26,89,74
2999,Female,27,88,97
3000,Female,25,135,9
3001,Female,38,69,18
3002,Female,30,55,13
3003,Female,67,111,17
3004,Female,22,47,87
3005,Male,23,48,25
3006,Male,47,76,54
3007,Female,48,33,16
3008,Male,34,24,24
3009,Female,28,134,95
3010,Male,37,137,75
3011,Female,65,118,23
3012,Female,26,19,41
3013,Male,19,72,86
3014,Male,54,73,33
3015,Female,18,142,42
3016,Female,21,100,48
3017,Male,53,118,18
3018,Male,42,143,63
3019,Female,20,52,78
3020,Male,26,121,92
3021,Female,39,123,11
3022,Female,40,67,24
3023,Female,29,66,61
3024,Female,27,15,64
3025,Male,51,25,36
3026,Male,60,72,83
3027,Male,27,142,77
3028,Male,47,58,97
3029,Male,39,20,53
3030,Male,23,22,83
3031,Male,67,19,47
3032,Female,19,120,52
3033,Male,47,126,96
3034,Male,19,31,79
3035,Female,49,23,57
3036,Male,59,92,75
3037,Male,33,28,23
3038,Female,29,127,59
3039,Male,18,105,69
3040,Male,70,39,56
3041,Male,25,112,86
3042,Female,65,17,42
3043,Male,67,126,18
3044,Male,30,61,71
3045,Female,32,64,33
3046,Male,70,138,3
3047,Female,61,104,28
3048,Female,25,81,1
3049,Male,27,16,63
3050,Female,63,16,47
3051,Female,22,79,37
3052,Male,67,105,86
3053,Female,36,130,48
3054,Female,64,63,19
3055,Male,55,83,14
3056,Male,28,146,67
3057,Male,70,140,83
3058,Female,60,67,97
3059,Male,37,126,85
3060,Female,37,127,65
3061,Female,38,128,26
3062,Female,35,62,10
3063,Female,67,45,99
3064,Female,27,51,77
3065,Female,51,122,70
3066,Female,43,42,43
3067,Male,47,84,70
3068,Male,26,28,99
3069,Female,63,136,80
3070,Female,68,30,72
3071,Male,48,39,59
3072,Female,59,80,3
3073,Male,21,52,5
3074,Male,23,117,85
3075,Male,31,112,95
3076,Female,21,129,78
3077,Female,43,54,83
3078,Male,64,78,37
3079,Male,65,103,84
3080,Male,56,114,52
3081,Male,34,96,66
3082,Male,36,91,63
3083,Female,68,73,7
3084,Male,66,105,97
3085,Female,23,112,53
3086,Male,46,15,6
3087,Female,28,27,7
3088,Female,33,44,44
3089,Female,47,32,18
3090,Female,42,92,54
3091,Female,57,46,29
3092,Female,28,85,83
3093,Male,24,64,25
3094,Female,43,130,63
3095,Male,39,127,68
3096,Female,42,94,13
3097,Female,36,45,32
3098,Male,48,65,27
3099,Female,43,74,51
3100,Male,59,47,34
3101,Male,58,141,28
3102,Male,53,140,73
3103,Male,40,55,72
3104,Female,64,33,85
3105,Female,30,55,30
3106,Male,42,99,93
3107,Female,19,103,9
3108,Female,19,56,13
3109,Male,33,134,82
3110,Female,26,37,64
3111,Male,45,47,38
3112,Male,30,34,22
3113,Female,52,104,31
3114,Female,58,118,99
3115,Female,30,26,42
3116,Male,48,65,62
3117,Male,38,20,64
3118,Female,49,105,74
3119,Female,51,83,9
3120,Female,25,137,95
3121,Female,58,129,44
3122,Male,65,125,63
3123,Female,19,75,40
3124,Male,55,121,88
3125,Male,49,92,41
3126,Female,57,109,72
3127,Female,45,88,50
3128,Female,54,62,20
3129,Male,58,110,81
3130,Female,18,45,92
3131,Female,58,48,70
3132,Male,27,101,42
3133,Female,21,149,33
3134,Male,52,97,92
3135,Female,27,149,63
3136,Male,64,61,57
3137,Female,28,150,65
3138,Female,31,143,52
3139,Male,55,139,99
3140,Male,29,91,88
3141,Female,62,17,6
3142,Male,34,106,7
3143,Male,33,114,9
3144,Male,52,141,61
3145,Male,19,82,80
3146,Female,28,147,34
3147,Female,58,104,35
3148,Male,20,103,99
3149,Male,46,24,20
3150,Male,35,22,58
3151,Male,37,26,87
3152,Female,64,78,60
3153,Female,31,132,54
3154,Male,51,73,35
3155,Male,66,64,47
3156,Male,48,54,46
3157,Female,57,136,87
3158,Male,59,111,4
3159,Female,35,141,10
3160,Male,47,101,75
3161,Female,42,91,40
3162,Male,36,135,55
3163,Female,25,125,73
3164,Male,45,143,40
3165,Male,25,55,76
3166,Male,48,37,81
3167,Female,20,92,96
3168,Male,20,25,23
3169,Female,61,85,15
3170,Female,39,40,92
3171,Male,34,44,5
3172,Male,53,116,40
3173,Male,34,83,18
3174,Female,31,147,21
3175,Male,68,75,79
3176,Female,26,120,3
3177,Female,47,37,46
3178,Male,38,127,90
3179,Male,29,44,79
3180,Male,54,81,53
3181,Male,49,145,20
3182,Male,28,135,59
3183,Male,37,97,21
3184,Female,52,76,90
3185,Female,70,71,87
3186,Female,64,15,51
3187,Male,63,116,25
3188,Female,28,83,68
3189,Female,69,73,10
3190,Female,25,60,86
3191,Female,21,120,67
3192,Female,44,48,83
3193,Male,61,115,95
3194,Male,57,111,9
3195,Female,55,43,29
3196,Female,64,137,37
3197,Female,47,87,71
3198,Male,61,18,38
3199,Male,65,52,88
3200,Female,65,34,72
3201,Male,44,127,98
3202,Male,38,37,59
3203,Female,69,125,57
3204,Male,37,150,90
3205,Male,21,59,60
3206,Female,28,111,28
3207,Male,30,47,28
3208,Male,26,149,46
3209,Female,21,36,71
3210,Male,29,147,67
3211,Male,26,29,86
3212,Female,30,35,55
3213,Female,65,140,38
3214,Female,43,103,18
3215,Male,55,31,76
3216,Female,59,70,95
3217,Male,30,64,63
3218,Female,56,149,5
3219,Male,45,132,44
3220,Female,36,136,29
3221,Female,41,64,100
3222,Female,36,74,14
3223,Female,66,139,58
3224,Male,30,130,44
3225,Female,30,149,18
3226,Female,45,102,7
3227,Male,70,119,87
3228,Female,19,69,97
3229,Male,27,78,62
3230,Female,39,110,45
3231,Female,30,58,16
3232,Female,26,144,64
3233,Male,50,64,37
3234,Female,31,125,25
3235,Female,65,113,9
3236,Female,37,98,55
3237,Male,32,44,28
3238,Male,49,79,9
3239,Female,50,38,12
3240,Male,34,104,18
3241,Female,41,120,91
3242,Female,47,91,90
3243,Female,30,82,56
3244,Female,64,123,90
3245,Female,65,111,74
3246,Female,33,147,58
3247,Female,19,106,81
3248,Male,34,102,51
3249,Male,49,64,32
3250,Male,60,117,88
3251,Male,25,126,48
3252,Male,69,60,8
3253,Male,20,25,30
3254,Male,29,26,26
3255,Female,37,78,24
3256,Female,33,22,27
3257,Female,31,23,79
3258,Female,33,144,92
3259,Male,70,92,75
3260,Male,66,16,39
3261,Female,60,88,66
3262,Female,66,145,51
3263,Male,68,148,73
3264,Female,50,101,50
3265,Female,47,19,45
3266,Female,29,145,87
3267,Female,32,28,33
3268,Male,35,138,19
3269,Female,45,57,13
3270,Female,40,42,78
3271,Male,31,38,96
3272,Male,47,31,22
3273,Female,50,97,20
3274,Male,62,59,97
3275,Female,32,88,5
3276,Female,24,75,84
3277,Male,32,52,78
3278,Female,69,80,91
3279,Female,59,47,90
3280,Female,63,57,32
3281,Female,55,126,30
3282,Male,63,49,91
3283,Male,61,51,26
3284,Female,28,114,82
3285,Male,46,37,87
3286,Female,48,103,88
3287,Female,42,29,4
3288,Female,69,146,67
3289,Female,41,36,43
3290,Female,36,92,30
3291,Male,19,86,16
3292,Female,39,112,71
3293,Male,37,104,39
3294,Male,50,123,86
3295,Female,25,108,41
3296,Female,42,94,31
3297,Female,63,108,49
3298,Female,26,94,13
3299,Female,51,52,41
3300,Male,40,148,93
3301,Female,22,148,28
3302,Female,42,40,64
3303,Male,25,115,19
3304,Male,33,89,87
3305,Female,65,52,72
3306,Male,62,97,25
3307,Female,69,70,38
3308,Male,32,119,99
3309,Male,18,45,90
3310,Female,39,72,3
3311,Male,20,87,2
3312,Male,55,146,5
3313,Male,31,24,61
3314,Male,53,87,20
3315,Male,35,29,76
3316,Male,64,112,38
3317,Female,58,77,80
3318,Female,35,33,36
3319,Male,20,127,46
3320,Female,27,77,93
3321,Female,66,130,99
3322,Female,56,35,37
3323,Male,64,95,54
3324,Female,18,80,21
3325,Male,44,79,21
3326,Female,44,57,92
3327,Male,28,71,70
3328,Male,66,51,84
3329,Female,22,134,60
3330,Female,24,83,36
3331,Male,36,70,77
3332,Female,46,133,11
3333,Female,32,69,88
3334,Female,52,52,83
3335,Male,64,29,87
3336,Male,54,91,31
3337,Female,29,67,37
3338,Female,47,21,60
3339,Female,37,69,61
3340,Male,54,66,67
3341,Male,20,18,98
3342,Female,26,57,29
3343,Female,58,54,67
3344,Female,56,135,79
3345,Female,43,44,71
3346,Female,19,117,67
3347,Female,40,21,16
3348,Male,40,123,45
3349,Female,38,34,34
3350,Male,33,63,84
3351,Female,26,110,44
3352,Female,30,73,97
3353,Male,45,104,78
3354,Male,44,40,42
3355,Male,68,50,35
3356,Male,69,140,75
3357,Female,34,57,84
3358,Male,55,113,30
3359,Female,53,47,53
3360,Male,18,114,58
3361,Female,35,111,28
3362,Female,68,59,15
3363,Female,26,102,38
3364,Female,30,109,50
3365,Female,57,31,13
3366,Female,62,36,35
3367,Male,32,104,24
3368,Female,60,92,65
3369,Male,61,128,88
3370,Male,63,82,91
3371,Female,21,124,18
3372,Male,50,139,58
3373,Female,41,71,26
3374,Male,53,69,29
3375,Female,68,96,72
3376,Male,58,121,44
3377,Female,27,116,90
3378,Female,53,125,5
3379,Female,37,121,33
3380,Female,58,116,5
3381,Male,62,17,36
3382,Female,61,39,77
3383,Male,28,89,81
3384,Male,29,75,13
3385,Male,35,137,25
3386,Female,47,69,58
3387,Male,61,53,2
3388,Male,65,97,88
3389,Male,54,48,36
3390,Female,37,127,25
3391,Female,42,41,34
3392,Male,29,45,12
3393,Female,38,97,19
3394,Female,42,24,94
3395,Male,28,54,37
3396,Male,26,68,1
3397,Female,67,149,60
3398,Male,42,18,67
3399,Female,52,20,49
3400,Female,69,87,90
3401,Female,49,72,79
3402,Female,66,91,46
3403,Female,31,33,48
3404,Female,18,76,92
3405,Male,34,85,68
3406,Male,42,39,19
3407,Female,25,141,88
3408,Female,22,72,40
3409,Female,22,134,6
3410,Male,58,125,80
3411,Female,52,90,96
3412,Male,36,84,94
3413,Female,40,80,63
3414,Female,26,134,35
3415,Male,47,101,72
3416,Male,67,136,61
3417,Female,33,63,5
3418,Female,50,62,37
3419,Female,19,129,76
3420,Male,31,101,89
3421,Male,63,21,97
3422,Male,18,91,88
3423,Male,43,135,11
3424,Male,42,138,99
3425,Male,33,139,40
3426,Female,32,26,65
3427,Female,43,85,8
3428,Male,64,15,87
3429,Female,61,133,84
3430,Female,33,125,96
3431,Male,31,78,11
3432,Female,46,57,71
3433,Male,41,55,58
3434,Male,64,129,94
3435,Female,32,53,48
3436,Male,36,15,13
3437,Male,25,55,60
3438,Male,51,102,49
3439,Male,19,112,67
3440,Male,44,102,7
3441,Male,27,93,77
3442,Male,52,85,25
3443,Male,40,113,23
3444,Female,66,101,51
3445,Female,25,15,47
3446,Female,45,126,97
3447,Male,40,88,5
3448,Male,21,79,96
3449,Female,31,83,94
3450,Female,70,81,95
3451,Female,59,64,13
3452,Male,46,72,42
3453,Female,18,67,5
3454,Female,21,105,23
3455,Male,49,129,62
3456,Female,50,132,1
3457,Male,66,71,74
3458,Male,43,100,91
3459,Male,34,32,54
3460,Female,56,30,72
3461,Female,40,144,3
3462,Male,49,27,83
3463,Female,69,94,64
3464,Female,32,57,51
3465,Female,30,68,2
3466,Female,19,87,49
3467,Male,36,62,31
3468,Female,41,32,74
3469,Male,62,25,80
3470,Male,41,98,84
3471,Female,28,33,3
3472,Male,39,114,35
3473,Female,32,130,98
3474,Female,27,104,85
3475,Male,58,88,36
3476,Male,44,38,64
3477,Male,26,27,32
3478,Male,69,139,18
3479,Female,45,130,34
3480,Female,18,85,56
3481,Female,34,140,67
3482,Male,48,133,53
3483,Male,61,105,67
3484,Male,27,99,91
3485,Female,54,122,66
3486,Male,46,141,64
3487,Female,35,135,67
3488,Male,64,143,81
3489,Female,55,20,39
3490,Female,56,92,38
3491,Male,66,52,40
3492,Male,23,130,19
3493,Female,57,116,83
3494,Female,29,22,5
3495,Male,70,92,69
3496,Male,31,126,14
3497,Female,61,69,91
3498,Male,27,62,49
3499,Female,37,102,64
3500,Female,32,24,100
3501,Male,48,66,57
3502,Male,24,48,35
3503,Male,58,75,85
3504,Male,27,93,5
3505,Male,27,32,88
3506,Female,65,85,39
3507,Female,56,100,24
3508,Male,45,46,40
3509,Male,47,57,50
3510,Male,54,97,77
3511,Female,20,83,58
3512,Male,67,64,1
3513,Male,60,26,43
3514,Female,32,99,39
3515,Female,38,137,10
3516,Male,69,72,2
3517,Male,54,97,63
3518,Male,29,126,16
3519,Female,21,142,37
3520,Male,64,50,16
3521,Male,26,68,87
3522,Male,56,61,90
3523,Female,59,129,80
3524,Female,45,138,27
3525,Male,40,110,63
3526,Male,62,121,94
3527,Female,57,134,64
3528,Female,61,115,97
3529,Female,39,117,32
3530,Female,41,46,9
3531,Female,68,80,11
3532,Female,43,25,70
3533,Female,47,51,30
3534,Female,50,116,15
3535,Female,33,63,59
3536,Male,39,33,48
3537,Male,66,21,94
3538,Male,67,147,82
3539,Female,60,56,76
3540,Male,35,102,60
3541,Female,24,149,68
3542,Female,67,25,57
3543,Male,43,55,64
3544,Female,25,17,54
3545,Male,23,54,80
3546,Male,47,65,87
3547,Male,56,46,75
3548,Female,40,62,54
3549,Male,49,85,59
3550,Female,39,103,88
3551,Male,59,123,86
3552,Male,60,49,39
3553,Male,62,122,15
3554,Female,26,54,79
3555,Female,48,66,74
3556,Female,24,126,28
3557,Male,26,53,36
3558,Male,30,82,54
3559,Female,20,90,17
3560,Female,52,79,100
3561,Female,50,76,86
3562,Female,38,16,87
3563,Female,48,148,93
3564,Female,69,136,22
3565,Male,51,89,75
3566,Female,49,54,36
3567,Male,52,103,29
3568,Male,32,42,55
3569,Female,49,94,42
3570,Female,23,77,32
3571,Male,62,55,14
3572,Female,38,43,18
3573,Female,50,37,38
3574,Male,49,94,34
3575,Male,69,65,45
3576,Male,36,126,87
3577,Female,50,119,32
3578,Male,45,59,67
3579,Female,48,104,63
3580,Male,38,149,55
3581,Male,51,103,43
3582,Male,32,29,22
3583,Female,31,91,87
3584,Female,36,120,68
3585,Male,60,104,77
3586,Male,32,101,96
3587,Male,23,75,29
3588,Female,69,122,40
3589,Male,26,75,45
3590,Female,54,65,10
3591,Male,37,26,77
3592,Male,51,91,45
3593,Male,55,126,17
3594,Male,43,80,2
3595,Male,35,129,17
3596,Male,45,44,90
3597,Female,68,119,38
3598,Male,26,45,37
3599,Female,49,27,63
3600,Male,70,142,5
3601,Male,23,115,25
3602,Female,31,81,73
3603,Male,45,94,92
3604,Female,41,117,22
3605,Female,30,33,93
3606,Male,60,46,63
3607,Female,29,79,35
3608,Female,68,41,55
3609,Male,36,61,20
3610,Female,38,26,5
3611,Male,44,99,39
3612,Male,36,80,63
3613,Male,41,147,32
3614,Male,43,124,63
3615,Female,62,96,74
3616,Male,45,139,40
3617,Male,63,77,17
3618,Female,35,86,79
3619,Male,61,112,73
3620,Male,53,87,32
3621,Female,59,85,23
3622,Female,46,44,75
3623,Female,34,139,60
3624,Female,21,30,77
3625,Female,61,147,82
3626,Female,62,61,56
3627,Female,46,115,9
3628,Male,21,121,69
3629,Female,27,140,62
3630,Female,42,36,64
3631,Female,48,97,22
3632,Male,20,74,32
3633,Male,64,72,47
3634,Female,19,17,2
3635,Female,42,59,85
3636,Female,66,64,92
3637,Male,23,16,52
3638,Male,43,29,88
3639,Female,25,110,88
3640,Male,52,99,14
3641,Female,44,125,37
3642,Male,42,37,27
3643,Male,35,113,24
3644,Female,18,51,64
3645,Female,65,121,70
3646,Female,56,55,26
3647,Female,20,71,54
3648,Male,21,111,15
3649,Male,58,39,29
3650,Male,54,124,100
3651,Female,68,51,74
3652,Male,32,54,28
3653,Female,25,99,59
3654,Male,55,60,73
3655,Female,67,116,21
3656,Female,36,112,10
3657,Male,64,33,4
3658,Female,43,105,62
3659,Female,56,83,4
3660,Male,27,19,6
3661,Female,55,62,90
3662,Female,31,126,80
3663,Female,66,32,72
3664,Male,58,45,92
3665,Male,36,143,16
3666,Female,47,145,38
3667,Male,22,39,49
3668,Female,48,22,61
3669,Female,24,76,65
3670,Female,36,149,83
3671,Female,48,21,50
3672,Female,69,150,17
3673,Male,56,33,28
3674,Female,41,125,44
3675,Male,51,25,12
3676,Male,40,55,70
3677,Female,65,128,71
3678,Female,62,106,72
3679,Male,57,89,3
3680,Male,23,81,49
3681,Male,55,19,21
3682,Female,58,130,8
3683,Male,53,132,64
3684,Female,44,25,92
3685,Female,28,58,59
3686,Female,22,91,30
3687,Male,34,132,32
3688,Female,69,130,75
3689,Female,24,81,20
3690,Female,44,27,16
3691,Female,64,106,25
